,adj1,adj2,adj3,adj4
ENSG00000154764-ENSG00000179934,0.0,0.0,0.0,0.0
ENSG00000115138-ENSG00000143816,0.0,0.0,0.0,0.0
ENSG00000090534-ENSG00000174417,0.0,-1.0,0.0,0.0
ENSG00000136487-ENSG00000149294,0.0,-1.0,0.0,0.0
ENSG00000148400-ENSG00000173511,0.0,-1.0,0.0,0.0
ENSG00000026103-ENSG00000139874,0.0,-1.0,0.0,0.0
ENSG00000126251-ENSG00000145431,0.0,0.0,0.0,0.0
ENSG00000178568-ENSG00000276085,0.0,-1.0,0.0,0.0
ENSG00000122218-ENSG00000225950,0.0,0.0,0.0,0.0
ENSG00000134817-ENSG00000157017,0.0,-1.0,0.0,0.0
ENSG00000163485-ENSG00000184613,0.0,0.0,0.0,0.0
ENSG00000049130-ENSG00000213809,0.0,0.0,0.0,0.0
ENSG00000100311-ENSG00000112164,0.0,-1.0,0.0,0.0
ENSG00000140285-ENSG00000188883,0.0,0.0,0.0,0.0
ENSG00000012504-ENSG00000140443,0.0,-1.0,0.0,0.0
ENSG00000188404-ENSG00000241563,0.0,0.0,0.0,0.0
ENSG00000091831-ENSG00000136244,0.0,0.0,0.0,0.0
ENSG00000126010-ENSG00000166086,0.0,0.0,0.0,0.0
ENSG00000106538-ENSG00000138623,0.0,0.0,0.0,0.0
ENSG00000126251-ENSG00000248099,0.0,-1.0,0.0,0.0
ENSG00000142538-ENSG00000156234,0.0,-1.0,0.0,0.0
ENSG00000115009-ENSG00000117322,0.0,-1.0,0.0,0.0
ENSG00000061492-ENSG00000117091,0.0,0.0,0.0,0.0
ENSG00000108379-ENSG00000112761,0.0,0.0,0.0,0.0
ENSG00000121764-ENSG00000233816,0.0,0.0,0.0,0.0
ENSG00000106952-ENSG00000125657,0.0,0.0,0.0,0.0
ENSG00000011422-ENSG00000196937,0.0,0.0,0.0,0.0
ENSG00000226979-ENSG00000274736,0.0,-1.0,0.0,0.0
ENSG00000113578-ENSG00000161944,0.0,0.0,0.0,0.0
ENSG00000121853-ENSG00000130283,0.0,0.0,0.0,0.0
ENSG00000146469-ENSG00000146648,0.0,-1.0,0.0,0.0
ENSG00000140443-ENSG00000183087,0.0,-1.0,0.0,0.0
ENSG00000105329-ENSG00000159958,0.0,0.0,0.0,0.0
ENSG00000115263-ENSG00000205213,0.0,-1.0,0.0,0.0
ENSG00000112761-ENSG00000158813,0.0,0.0,0.0,0.0
ENSG00000148400-ENSG00000162706,0.0,0.0,0.0,0.0
ENSG00000184916-ENSG00000185652,0.0,-1.0,0.0,0.0
ENSG00000049130-ENSG00000078549,0.0,-1.0,0.0,0.0
ENSG00000120659-ENSG00000179776,0.0,0.0,0.0,0.0
